Position;Height above ground [m];Time;X [m];Y [m];Z [m];Opening Angle [°];Stalling Angle Left [°];Stalling Angle Right [°];Roll Angle Left [°];Roll Angle Right [°];Yaw Angle Left [°];Yaw Angle Right [°];Speed hor. [km/h];Speed vert. [km/h];Speed resulting [km/h];WindTime|WindName|WindSpeed|WindSpeedTangent|WindTurbulence|WindSpeedCleanTan|WindSpeedCross
-93.94;NaN;2026-03-28T09:29:36.5801833+01:00;-82.72;0.00;42.46;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.000;0.000;0.000;"2026-03-28T09:29:36.550+01:00|W1|2.3|2.27|0.10|2.27|0.10;2026-03-28T09:29:36.550+01:00|W2|1.5|1.47|0.14|1.47|0.37;2026-03-28T09:29:36.550+01:00|W3|1.8|1.67|0.09|1.67|0.00;2026-03-28T09:29:36.550+01:00|W4|1.5|1.05|0.24|1.05|1.09;2026-03-28T09:29:36.550+01:00|W5|1.2|0.91|0.21|0.91|0.36;2026-03-28T09:29:36.550+01:00|W6|0.9|0.53|0.07|0.53|0.75;2026-03-28T09:29:36.550+01:00|W7|1.1|0.34|0.05|0.34|0.85;2026-03-28T09:29:36.550+01:00|W8|1.3|0.44|0.13|0.44|1.16;2026-03-28T09:29:36.550+01:00|W9|1.3|0.93|0.15|0.93|0.69;2026-03-28T09:29:36.550+01:00|W10|1.5|1.33|0.32|1.33|0.52;2026-03-28T09:29:36.550+01:00|W11|1.1|0.44|0.19|0.44|0.98;2026-03-28T09:29:36.550+01:00|W12|1.2|-0.28|0.32|-0.28|1.15"
0.00;3.55;2026-03-28T09:29:40.7022251+01:00;-0.02;0.00;0.00;0.0;-11.500;-11.500;0.000;0.000;0.000;0.000;99.521;-20.248;101.560;"2026-03-28T09:29:40.804+01:00|W1|1.8|1.84|0.01|1.84|0.04;2026-03-28T09:29:40.804+01:00|W2|1.3|1.12|0.17|1.12|0.40;2026-03-28T09:29:40.804+01:00|W3|1.4|1.25|0.41|1.25|0.33;2026-03-28T09:29:40.804+01:00|W4|1.3|0.89|0.04|0.89|0.94;2026-03-28T09:29:40.804+01:00|W5|1.1|0.95|0.03|0.95|0.38;2026-03-28T09:29:40.804+01:00|W6|1.3|1.09|0.21|1.09|0.64;2026-03-28T09:29:40.804+01:00|W7|1.8|1.63|0.23|1.63|0.17;2026-03-28T09:29:40.804+01:00|W8|1.5|0.45|0.25|0.45|1.40;2026-03-28T09:29:40.804+01:00|W9|0.9|0.24|0.15|0.24|0.75;2026-03-28T09:29:40.804+01:00|W10|1.2|0.70|0.25|0.70|0.66;2026-03-28T09:29:40.804+01:00|W11|1.0|0.34|0.11|0.34|0.91;2026-03-28T09:29:40.804+01:00|W12|1.4|-0.24|0.16|-0.24|1.39"
1.00;3.57;2026-03-28T09:29:40.9224103+01:00;1.41;0.01;-0.14;4.1;-5.717;-7.935;-1.927;5.387;1.878;-2.257;93.637;-11.287;94.315;"2026-03-28T09:29:40.804+01:00|W1|1.8|1.84|0.01|1.84|0.04;2026-03-28T09:29:40.804+01:00|W2|1.3|1.12|0.17|1.12|0.40;2026-03-28T09:29:40.804+01:00|W3|1.4|1.25|0.41|1.25|0.33;2026-03-28T09:29:40.804+01:00|W4|1.3|0.89|0.04|0.89|0.94;2026-03-28T09:29:40.804+01:00|W5|1.1|0.95|0.03|0.95|0.38;2026-03-28T09:29:40.804+01:00|W6|1.3|1.09|0.21|1.09|0.64;2026-03-28T09:29:40.804+01:00|W7|1.8|1.63|0.23|1.63|0.17;2026-03-28T09:29:40.804+01:00|W8|1.5|0.45|0.25|0.45|1.40;2026-03-28T09:29:40.804+01:00|W9|0.9|0.24|0.15|0.24|0.75;2026-03-28T09:29:40.804+01:00|W10|1.2|0.70|0.25|0.70|0.66;2026-03-28T09:29:40.804+01:00|W11|1.0|0.34|0.11|0.34|0.91;2026-03-28T09:29:40.804+01:00|W12|1.4|-0.24|0.16|-0.24|1.39"
2.00;3.59;2026-03-28T09:29:40.9623705+01:00;2.46;-0.03;-0.26;7.8;-0.885;-4.222;-1.146;2.830;2.974;-3.701;96.173;-10.242;96.722;"2026-03-28T09:29:41.051+01:00|W1|1.8|1.84|0.01|1.84|0.04;2026-03-28T09:29:41.051+01:00|W2|1.3|1.12|0.17|1.12|0.40;2026-03-28T09:29:41.051+01:00|W3|1.4|1.25|0.41|1.25|0.33;2026-03-28T09:29:41.051+01:00|W4|1.3|0.89|0.04|0.89|0.94;2026-03-28T09:29:41.051+01:00|W5|1.1|0.95|0.03|0.95|0.38;2026-03-28T09:29:41.051+01:00|W6|1.3|1.09|0.21|1.09|0.64;2026-03-28T09:29:41.051+01:00|W7|1.8|1.63|0.23|1.63|0.17;2026-03-28T09:29:41.051+01:00|W8|1.5|0.45|0.25|0.45|1.40;2026-03-28T09:29:41.051+01:00|W9|0.9|0.24|0.15|0.24|0.75;2026-03-28T09:29:41.051+01:00|W10|1.2|0.70|0.25|0.70|0.66;2026-03-28T09:29:41.051+01:00|W11|1.0|0.34|0.11|0.34|0.91;2026-03-28T09:29:41.051+01:00|W12|1.4|-0.24|0.16|-0.24|1.39"
3.00;3.63;2026-03-28T09:29:41.0026818+01:00;3.50;0.04;-0.38;8.8;4.110;-0.571;-0.323;2.380;4.103;-5.272;96.235;-11.915;96.970;"2026-03-28T09:29:41.051+01:00|W1|1.8|1.84|0.01|1.84|0.04;2026-03-28T09:29:41.051+01:00|W2|1.3|1.12|0.17|1.12|0.40;2026-03-28T09:29:41.051+01:00|W3|1.4|1.25|0.41|1.25|0.33;2026-03-28T09:29:41.051+01:00|W4|1.3|0.89|0.04|0.89|0.94;2026-03-28T09:29:41.051+01:00|W5|1.1|0.95|0.03|0.95|0.38;2026-03-28T09:29:41.051+01:00|W6|1.3|1.09|0.21|1.09|0.64;2026-03-28T09:29:41.051+01:00|W7|1.8|1.63|0.23|1.63|0.17;2026-03-28T09:29:41.051+01:00|W8|1.5|0.45|0.25|0.45|1.40;2026-03-28T09:29:41.051+01:00|W9|0.9|0.24|0.15|0.24|0.75;2026-03-28T09:29:41.051+01:00|W10|1.2|0.70|0.25|0.70|0.66;2026-03-28T09:29:41.051+01:00|W11|1.0|0.34|0.11|0.34|0.91;2026-03-28T09:29:41.051+01:00|W12|1.4|-0.24|0.16|-0.24|1.39"
4.00;3.66;2026-03-28T09:29:41.0419909+01:00;4.54;0.06;-0.52;10.6;8.117;2.916;-0.955;2.790;5.087;-6.835;95.917;-13.956;96.927;"2026-03-28T09:29:41.051+01:00|W1|1.8|1.84|0.01|1.84|0.04;2026-03-28T09:29:41.051+01:00|W2|1.3|1.12|0.17|1.12|0.40;2026-03-28T09:29:41.051+01:00|W3|1.4|1.25|0.41|1.25|0.33;2026-03-28T09:29:41.051+01:00|W4|1.3|0.89|0.04|0.89|0.94;2026-03-28T09:29:41.051+01:00|W5|1.1|0.95|0.03|0.95|0.38;2026-03-28T09:29:41.051+01:00|W6|1.3|1.09|0.21|1.09|0.64;2026-03-28T09:29:41.051+01:00|W7|1.8|1.63|0.23|1.63|0.17;2026-03-28T09:29:41.051+01:00|W8|1.5|0.45|0.25|0.45|1.40;2026-03-28T09:29:41.051+01:00|W9|0.9|0.24|0.15|0.24|0.75;2026-03-28T09:29:41.051+01:00|W10|1.2|0.70|0.25|0.70|0.66;2026-03-28T09:29:41.051+01:00|W11|1.0|0.34|0.11|0.34|0.91;2026-03-28T09:29:41.051+01:00|W12|1.4|-0.24|0.16|-0.24|1.39"
5.00;3.68;2026-03-28T09:29:41.0799288+01:00;5.57;0.01;-0.68;14.1;10.862;5.987;-2.259;2.592;5.915;-8.296;96.225;-15.196;97.418;"2026-03-28T09:29:41.051+01:00|W1|1.8|1.84|0.01|1.84|0.04;2026-03-28T09:29:41.051+01:00|W2|1.3|1.12|0.17|1.12|0.40;2026-03-28T09:29:41.051+01:00|W3|1.4|1.25|0.41|1.25|0.33;2026-03-28T09:29:41.051+01:00|W4|1.3|0.89|0.04|0.89|0.94;2026-03-28T09:29:41.051+01:00|W5|1.1|0.95|0.03|0.95|0.38;2026-03-28T09:29:41.051+01:00|W6|1.3|1.09|0.21|1.09|0.64;2026-03-28T09:29:41.051+01:00|W7|1.8|1.63|0.23|1.63|0.17;2026-03-28T09:29:41.051+01:00|W8|1.5|0.45|0.25|0.45|1.40;2026-03-28T09:29:41.051+01:00|W9|0.9|0.24|0.15|0.24|0.75;2026-03-28T09:29:41.051+01:00|W10|1.2|0.70|0.25|0.70|0.66;2026-03-28T09:29:41.051+01:00|W11|1.0|0.34|0.11|0.34|0.91;2026-03-28T09:29:41.051+01:00|W12|1.4|-0.24|0.16|-0.24|1.39"
6.00;3.73;2026-03-28T09:29:41.1192473+01:00;6.61;0.04;-0.83;16.8;12.821;7.639;0.998;-0.704;6.804;-9.565;96.258;-16.188;97.612;"2026-03-28T09:29:41.051+01:00|W1|1.8|1.84|0.01|1.84|0.04;2026-03-28T09:29:41.051+01:00|W2|1.3|1.12|0.17|1.12|0.40;2026-03-28T09:29:41.051+01:00|W3|1.4|1.25|0.41|1.25|0.33;2026-03-28T09:29:41.051+01:00|W4|1.3|0.89|0.04|0.89|0.94;2026-03-28T09:29:41.051+01:00|W5|1.1|0.95|0.03|0.95|0.38;2026-03-28T09:29:41.051+01:00|W6|1.3|1.09|0.21|1.09|0.64;2026-03-28T09:29:41.051+01:00|W7|1.8|1.63|0.23|1.63|0.17;2026-03-28T09:29:41.051+01:00|W8|1.5|0.45|0.25|0.45|1.40;2026-03-28T09:29:41.051+01:00|W9|0.9|0.24|0.15|0.24|0.75;2026-03-28T09:29:41.051+01:00|W10|1.2|0.70|0.25|0.70|0.66;2026-03-28T09:29:41.051+01:00|W11|1.0|0.34|0.11|0.34|0.91;2026-03-28T09:29:41.051+01:00|W12|1.4|-0.24|0.16|-0.24|1.39"
7.00;3.78;2026-03-28T09:29:41.1584275+01:00;7.64;0.06;-0.98;19.3;14.772;9.286;4.243;-3.989;7.689;-10.829;96.292;-17.177;97.817;"2026-03-28T09:29:41.051+01:00|W1|1.8|1.84|0.01|1.84|0.04;2026-03-28T09:29:41.051+01:00|W2|1.3|1.12|0.17|1.12|0.40;2026-03-28T09:29:41.051+01:00|W3|1.4|1.25|0.41|1.25|0.33;2026-03-28T09:29:41.051+01:00|W4|1.3|0.89|0.04|0.89|0.94;2026-03-28T09:29:41.051+01:00|W5|1.1|0.95|0.03|0.95|0.38;2026-03-28T09:29:41.051+01:00|W6|1.3|1.09|0.21|1.09|0.64;2026-03-28T09:29:41.051+01:00|W7|1.8|1.63|0.23|1.63|0.17;2026-03-28T09:29:41.051+01:00|W8|1.5|0.45|0.25|0.45|1.40;2026-03-28T09:29:41.051+01:00|W9|0.9|0.24|0.15|0.24|0.75;2026-03-28T09:29:41.051+01:00|W10|1.2|0.70|0.25|0.70|0.66;2026-03-28T09:29:41.051+01:00|W11|1.0|0.34|0.11|0.34|0.91;2026-03-28T09:29:41.051+01:00|W12|1.4|-0.24|0.16|-0.24|1.39"
8.00;3.79;2026-03-28T09:29:41.1955108+01:00;8.66;0.00;-1.19;20.4;15.707;10.844;7.080;-7.097;8.522;-12.025;95.626;-17.385;97.194;"2026-03-28T09:29:41.300+01:00|W1|2.0|1.99|0.17|1.99|0.11;2026-03-28T09:29:41.300+01:00|W2|1.3|1.11|0.18|1.11|0.37;2026-03-28T09:29:41.300+01:00|W3|1.6|1.45|0.18|1.45|0.48;2026-03-28T09:29:41.300+01:00|W4|1.4|0.94|0.02|0.94|0.99;2026-03-28T09:29:41.300+01:00|W5|1.1|0.97|0.04|0.97|0.42;2026-03-28T09:29:41.300+01:00|W6|1.3|1.04|0.21|1.04|0.73;2026-03-28T09:29:41.300+01:00|W7|1.7|1.65|0.11|1.65|0.20;2026-03-28T09:29:41.300+01:00|W8|1.4|0.44|0.20|0.44|1.37;2026-03-28T09:29:41.300+01:00|W9|0.9|0.30|0.13|0.30|0.70;2026-03-28T09:29:41.300+01:00|W10|1.0|0.60|0.34|0.60|0.60;2026-03-28T09:29:41.300+01:00|W11|0.9|0.32|0.12|0.32|0.87;2026-03-28T09:29:41.300+01:00|W12|1.3|-0.13|0.01|-0.13|1.27"
9.00;3.80;2026-03-28T09:29:41.2323315+01:00;9.68;-0.07;-1.42;20.9;16.007;12.042;9.735;-9.938;9.344;-13.145;94.832;-17.461;96.431;"2026-03-28T09:29:41.300+01:00|W1|2.0|1.99|0.17|1.99|0.11;2026-03-28T09:29:41.300+01:00|W2|1.3|1.11|0.18|1.11|0.37;2026-03-28T09:29:41.300+01:00|W3|1.6|1.45|0.18|1.45|0.48;2026-03-28T09:29:41.300+01:00|W4|1.4|0.94|0.02|0.94|0.99;2026-03-28T09:29:41.300+01:00|W5|1.1|0.97|0.04|0.97|0.42;2026-03-28T09:29:41.300+01:00|W6|1.3|1.04|0.21|1.04|0.73;2026-03-28T09:29:41.300+01:00|W7|1.7|1.65|0.11|1.65|0.20;2026-03-28T09:29:41.300+01:00|W8|1.4|0.44|0.20|0.44|1.37;2026-03-28T09:29:41.300+01:00|W9|0.9|0.30|0.13|0.30|0.70;2026-03-28T09:29:41.300+01:00|W10|1.0|0.60|0.34|0.60|0.60;2026-03-28T09:29:41.300+01:00|W11|0.9|0.32|0.12|0.32|0.87;2026-03-28T09:29:41.300+01:00|W12|1.3|-0.13|0.01|-0.13|1.27"
10.00;3.89;2026-03-28T09:29:41.2730410+01:00;10.72;0.00;-1.57;23.6;16.338;12.117;12.670;-12.202;10.253;-14.141;95.191;-18.877;97.044;"2026-03-28T09:29:41.300+01:00|W1|2.0|1.99|0.17|1.99|0.11;2026-03-28T09:29:41.300+01:00|W2|1.3|1.11|0.18|1.11|0.37;2026-03-28T09:29:41.300+01:00|W3|1.6|1.45|0.18|1.45|0.48;2026-03-28T09:29:41.300+01:00|W4|1.4|0.94|0.02|0.94|0.99;2026-03-28T09:29:41.300+01:00|W5|1.1|0.97|0.04|0.97|0.42;2026-03-28T09:29:41.300+01:00|W6|1.3|1.04|0.21|1.04|0.73;2026-03-28T09:29:41.300+01:00|W7|1.7|1.65|0.11|1.65|0.20;2026-03-28T09:29:41.300+01:00|W8|1.4|0.44|0.20|0.44|1.37;2026-03-28T09:29:41.300+01:00|W9|0.9|0.30|0.13|0.30|0.70;2026-03-28T09:29:41.300+01:00|W10|1.0|0.60|0.34|0.60|0.60;2026-03-28T09:29:41.300+01:00|W11|0.9|0.32|0.12|0.32|0.87;2026-03-28T09:29:41.300+01:00|W12|1.3|-0.13|0.01|-0.13|1.27"
11.00;3.95;2026-03-28T09:29:41.3118906+01:00;11.74;0.00;-1.78;25.3;16.082;11.584;16.857;-15.497;11.128;-14.910;95.138;-19.315;97.079;"2026-03-28T09:29:41.300+01:00|W1|2.0|1.99|0.17|1.99|0.11;2026-03-28T09:29:41.300+01:00|W2|1.3|1.11|0.18|1.11|0.37;2026-03-28T09:29:41.300+01:00|W3|1.6|1.45|0.18|1.45|0.48;2026-03-28T09:29:41.300+01:00|W4|1.4|0.94|0.02|0.94|0.99;2026-03-28T09:29:41.300+01:00|W5|1.1|0.97|0.04|0.97|0.42;2026-03-28T09:29:41.300+01:00|W6|1.3|1.04|0.21|1.04|0.73;2026-03-28T09:29:41.300+01:00|W7|1.7|1.65|0.11|1.65|0.20;2026-03-28T09:29:41.300+01:00|W8|1.4|0.44|0.20|0.44|1.37;2026-03-28T09:29:41.300+01:00|W9|0.9|0.30|0.13|0.30|0.70;2026-03-28T09:29:41.300+01:00|W10|1.0|0.60|0.34|0.60|0.60;2026-03-28T09:29:41.300+01:00|W11|0.9|0.32|0.12|0.32|0.87;2026-03-28T09:29:41.300+01:00|W12|1.3|-0.13|0.01|-0.13|1.27"
12.00;4.01;2026-03-28T09:29:41.3504393+01:00;12.76;0.00;-1.99;26.4;15.370;11.004;18.090;-16.532;11.838;-15.339;94.896;-20.046;96.990;"2026-03-28T09:29:41.300+01:00|W1|2.0|1.99|0.17|1.99|0.11;2026-03-28T09:29:41.300+01:00|W2|1.3|1.11|0.18|1.11|0.37;2026-03-28T09:29:41.300+01:00|W3|1.6|1.45|0.18|1.45|0.48;2026-03-28T09:29:41.300+01:00|W4|1.4|0.94|0.02|0.94|0.99;2026-03-28T09:29:41.300+01:00|W5|1.1|0.97|0.04|0.97|0.42;2026-03-28T09:29:41.300+01:00|W6|1.3|1.04|0.21|1.04|0.73;2026-03-28T09:29:41.300+01:00|W7|1.7|1.65|0.11|1.65|0.20;2026-03-28T09:29:41.300+01:00|W8|1.4|0.44|0.20|0.44|1.37;2026-03-28T09:29:41.300+01:00|W9|0.9|0.30|0.13|0.30|0.70;2026-03-28T09:29:41.300+01:00|W10|1.0|0.60|0.34|0.60|0.60;2026-03-28T09:29:41.300+01:00|W11|0.9|0.32|0.12|0.32|0.87;2026-03-28T09:29:41.300+01:00|W12|1.3|-0.13|0.01|-0.13|1.27"
13.00;4.07;2026-03-28T09:29:41.3889625+01:00;13.77;0.00;-2.21;27.3;14.339;10.218;18.975;-17.722;12.466;-15.494;94.728;-20.913;97.009;"2026-03-28T09:29:41.300+01:00|W1|2.0|1.99|0.17|1.99|0.11;2026-03-28T09:29:41.300+01:00|W2|1.3|1.11|0.18|1.11|0.37;2026-03-28T09:29:41.300+01:00|W3|1.6|1.45|0.18|1.45|0.48;2026-03-28T09:29:41.300+01:00|W4|1.4|0.94|0.02|0.94|0.99;2026-03-28T09:29:41.300+01:00|W5|1.1|0.97|0.04|0.97|0.42;2026-03-28T09:29:41.300+01:00|W6|1.3|1.04|0.21|1.04|0.73;2026-03-28T09:29:41.300+01:00|W7|1.7|1.65|0.11|1.65|0.20;2026-03-28T09:29:41.300+01:00|W8|1.4|0.44|0.20|0.44|1.37;2026-03-28T09:29:41.300+01:00|W9|0.9|0.30|0.13|0.30|0.70;2026-03-28T09:29:41.300+01:00|W10|1.0|0.60|0.34|0.60|0.60;2026-03-28T09:29:41.300+01:00|W11|0.9|0.32|0.12|0.32|0.87;2026-03-28T09:29:41.300+01:00|W12|1.3|-0.13|0.01|-0.13|1.27"
14.00;4.12;2026-03-28T09:29:41.4276135+01:00;14.79;0.00;-2.44;28.0;13.120;9.143;21.290;-20.644;13.079;-15.455;94.794;-21.788;97.266;"2026-03-28T09:29:41.300+01:00|W1|2.0|1.99|0.17|1.99|0.11;2026-03-28T09:29:41.300+01:00|W2|1.3|1.11|0.18|1.11|0.37;2026-03-28T09:29:41.300+01:00|W3|1.6|1.45|0.18|1.45|0.48;2026-03-28T09:29:41.300+01:00|W4|1.4|0.94|0.02|0.94|0.99;2026-03-28T09:29:41.300+01:00|W5|1.1|0.97|0.04|0.97|0.42;2026-03-28T09:29:41.300+01:00|W6|1.3|1.04|0.21|1.04|0.73;2026-03-28T09:29:41.300+01:00|W7|1.7|1.65|0.11|1.65|0.20;2026-03-28T09:29:41.300+01:00|W8|1.4|0.44|0.20|0.44|1.37;2026-03-28T09:29:41.300+01:00|W9|0.9|0.30|0.13|0.30|0.70;2026-03-28T09:29:41.300+01:00|W10|1.0|0.60|0.34|0.60|0.60;2026-03-28T09:29:41.300+01:00|W11|0.9|0.32|0.12|0.32|0.87;2026-03-28T09:29:41.300+01:00|W12|1.3|-0.13|0.01|-0.13|1.27"
15.00;4.19;2026-03-28T09:29:41.4661450+01:00;15.80;0.01;-2.67;28.7;11.906;8.072;23.598;-23.558;13.690;-15.416;94.861;-22.660;97.530;"2026-03-28T09:29:41.556+01:00|W1|2.0|2.02|0.22|2.02|0.22;2026-03-28T09:29:41.556+01:00|W2|1.3|1.13|0.17|1.13|0.25;2026-03-28T09:29:41.556+01:00|W3|1.6|1.48|0.16|1.48|0.49;2026-03-28T09:29:41.556+01:00|W4|1.4|0.96|0.04|0.96|0.99;2026-03-28T09:29:41.556+01:00|W5|1.1|0.96|0.04|0.96|0.44;2026-03-28T09:29:41.556+01:00|W6|1.5|1.16|0.36|1.16|0.90;2026-03-28T09:29:41.556+01:00|W7|1.7|1.60|0.02|1.60|0.41;2026-03-28T09:29:41.556+01:00|W8|1.4|0.43|0.16|0.43|1.33;2026-03-28T09:29:41.556+01:00|W9|1.0|0.47|0.05|0.47|0.81;2026-03-28T09:29:41.556+01:00|W10|0.9|0.51|0.40|0.51|0.62;2026-03-28T09:29:41.556+01:00|W11|1.0|0.35|0.01|0.35|0.98;2026-03-28T09:29:41.556+01:00|W12|1.3|0.04|0.02|0.04|1.29"
16.00;4.26;2026-03-28T09:29:41.5043571+01:00;16.81;0.01;-2.91;29.2;10.556;7.032;24.329;-24.093;14.140;-15.449;94.794;-23.320;97.620;"2026-03-28T09:29:41.556+01:00|W1|2.0|2.02|0.22|2.02|0.22;2026-03-28T09:29:41.556+01:00|W2|1.3|1.13|0.17|1.13|0.25;2026-03-28T09:29:41.556+01:00|W3|1.6|1.48|0.16|1.48|0.49;2026-03-28T09:29:41.556+01:00|W4|1.4|0.96|0.04|0.96|0.99;2026-03-28T09:29:41.556+01:00|W5|1.1|0.96|0.04|0.96|0.44;2026-03-28T09:29:41.556+01:00|W6|1.5|1.16|0.36|1.16|0.90;2026-03-28T09:29:41.556+01:00|W7|1.7|1.60|0.02|1.60|0.41;2026-03-28T09:29:41.556+01:00|W8|1.4|0.43|0.16|0.43|1.33;2026-03-28T09:29:41.556+01:00|W9|1.0|0.47|0.05|0.47|0.81;2026-03-28T09:29:41.556+01:00|W10|0.9|0.51|0.40|0.51|0.62;2026-03-28T09:29:41.556+01:00|W11|1.0|0.35|0.01|0.35|0.98;2026-03-28T09:29:41.556+01:00|W12|1.3|0.04|0.02|0.04|1.29"
17.00;4.31;2026-03-28T09:29:41.5421945+01:00;17.81;0.01;-3.17;29.6;9.464;6.132;25.175;-23.782;14.345;-15.505;94.772;-24.033;97.771;"2026-03-28T09:29:41.556+01:00|W1|2.0|2.02|0.22|2.02|0.22;2026-03-28T09:29:41.556+01:00|W2|1.3|1.13|0.17|1.13|0.25;2026-03-28T09:29:41.556+01:00|W3|1.6|1.48|0.16|1.48|0.49;2026-03-28T09:29:41.556+01:00|W4|1.4|0.96|0.04|0.96|0.99;2026-03-28T09:29:41.556+01:00|W5|1.1|0.96|0.04|0.96|0.44;2026-03-28T09:29:41.556+01:00|W6|1.5|1.16|0.36|1.16|0.90;2026-03-28T09:29:41.556+01:00|W7|1.7|1.60|0.02|1.60|0.41;2026-03-28T09:29:41.556+01:00|W8|1.4|0.43|0.16|0.43|1.33;2026-03-28T09:29:41.556+01:00|W9|1.0|0.47|0.05|0.47|0.81;2026-03-28T09:29:41.556+01:00|W10|0.9|0.51|0.40|0.51|0.62;2026-03-28T09:29:41.556+01:00|W11|1.0|0.35|0.01|0.35|0.98;2026-03-28T09:29:41.556+01:00|W12|1.3|0.04|0.02|0.04|1.29"
18.00;4.36;2026-03-28T09:29:41.5798551+01:00;18.80;0.01;-3.44;29.6;8.665;5.400;26.530;-23.422;14.336;-15.552;94.806;-24.848;98.008;"2026-03-28T09:29:41.556+01:00|W1|2.0|2.02|0.22|2.02|0.22;2026-03-28T09:29:41.556+01:00|W2|1.3|1.13|0.17|1.13|0.25;2026-03-28T09:29:41.556+01:00|W3|1.6|1.48|0.16|1.48|0.49;2026-03-28T09:29:41.556+01:00|W4|1.4|0.96|0.04|0.96|0.99;2026-03-28T09:29:41.556+01:00|W5|1.1|0.96|0.04|0.96|0.44;2026-03-28T09:29:41.556+01:00|W6|1.5|1.16|0.36|1.16|0.90;2026-03-28T09:29:41.556+01:00|W7|1.7|1.60|0.02|1.60|0.41;2026-03-28T09:29:41.556+01:00|W8|1.4|0.43|0.16|0.43|1.33;2026-03-28T09:29:41.556+01:00|W9|1.0|0.47|0.05|0.47|0.81;2026-03-28T09:29:41.556+01:00|W10|0.9|0.51|0.40|0.51|0.62;2026-03-28T09:29:41.556+01:00|W11|1.0|0.35|0.01|0.35|0.98;2026-03-28T09:29:41.556+01:00|W12|1.3|0.04|0.02|0.04|1.29"
19.00;4.43;2026-03-28T09:29:41.6181717+01:00;19.81;0.01;-3.71;29.6;7.851;4.833;27.909;-24.253;14.328;-15.520;94.724;-25.645;98.134;"2026-03-28T09:29:41.556+01:00|W1|2.0|2.02|0.22|2.02|0.22;2026-03-28T09:29:41.556+01:00|W2|1.3|1.13|0.17|1.13|0.25;2026-03-28T09:29:41.556+01:00|W3|1.6|1.48|0.16|1.48|0.49;2026-03-28T09:29:41.556+01:00|W4|1.4|0.96|0.04|0.96|0.99;2026-03-28T09:29:41.556+01:00|W5|1.1|0.96|0.04|0.96|0.44;2026-03-28T09:29:41.556+01:00|W6|1.5|1.16|0.36|1.16|0.90;2026-03-28T09:29:41.556+01:00|W7|1.7|1.60|0.02|1.60|0.41;2026-03-28T09:29:41.556+01:00|W8|1.4|0.43|0.16|0.43|1.33;2026-03-28T09:29:41.556+01:00|W9|1.0|0.47|0.05|0.47|0.81;2026-03-28T09:29:41.556+01:00|W10|0.9|0.51|0.40|0.51|0.62;2026-03-28T09:29:41.556+01:00|W11|1.0|0.35|0.01|0.35|0.98;2026-03-28T09:29:41.556+01:00|W12|1.3|0.04|0.02|0.04|1.29"
20.00;4.51;2026-03-28T09:29:41.6563882+01:00;20.81;0.01;-3.97;29.7;7.040;4.269;29.284;-25.082;14.320;-15.489;94.642;-26.439;98.266;"2026-03-28T09:29:41.556+01:00|W1|2.0|2.02|0.22|2.02|0.22;2026-03-28T09:29:41.556+01:00|W2|1.3|1.13|0.17|1.13|0.25;2026-03-28T09:29:41.556+01:00|W3|1.6|1.48|0.16|1.48|0.49;2026-03-28T09:29:41.556+01:00|W4|1.4|0.96|0.04|0.96|0.99;2026-03-28T09:29:41.556+01:00|W5|1.1|0.96|0.04|0.96|0.44;2026-03-28T09:29:41.556+01:00|W6|1.5|1.16|0.36|1.16|0.90;2026-03-28T09:29:41.556+01:00|W7|1.7|1.60|0.02|1.60|0.41;2026-03-28T09:29:41.556+01:00|W8|1.4|0.43|0.16|0.43|1.33;2026-03-28T09:29:41.556+01:00|W9|1.0|0.47|0.05|0.47|0.81;2026-03-28T09:29:41.556+01:00|W10|0.9|0.51|0.40|0.51|0.62;2026-03-28T09:29:41.556+01:00|W11|1.0|0.35|0.01|0.35|0.98;2026-03-28T09:29:41.556+01:00|W12|1.3|0.04|0.02|0.04|1.29"
21.00;4.58;2026-03-28T09:29:41.6943077+01:00;21.80;0.01;-4.24;29.7;6.260;3.851;30.125;-24.805;14.297;-15.512;94.596;-27.321;98.463;"2026-03-28T09:29:41.803+01:00|W1|2.1|2.03|0.26|2.03|0.31;2026-03-28T09:29:41.803+01:00|W2|1.3|1.18|0.14|1.18|0.23;2026-03-28T09:29:41.803+01:00|W3|1.7|1.51|0.14|1.51|0.48;2026-03-28T09:29:41.803+01:00|W4|1.4|0.96|0.04|0.96|0.98;2026-03-28T09:29:41.803+01:00|W5|1.1|0.95|0.03|0.95|0.51;2026-03-28T09:29:41.803+01:00|W6|1.4|1.12|0.27|1.12|0.85;2026-03-28T09:29:41.803+01:00|W7|1.7|1.57|0.01|1.57|0.59;2026-03-28T09:29:41.803+01:00|W8|1.4|0.45|0.13|0.45|1.32;2026-03-28T09:29:41.803+01:00|W9|1.1|0.46|0.11|0.46|0.85;2026-03-28T09:29:41.803+01:00|W10|0.8|0.43|0.48|0.43|0.63;2026-03-28T09:29:41.803+01:00|W11|1.1|0.43|0.10|0.43|1.05;2026-03-28T09:29:41.803+01:00|W12|1.3|-0.13|0.01|-0.13|1.28"
